PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,Oi 6,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
148,10/5/2024,17:14.7,1,2,"Darrington, Cameron",10275177,Right,ASH_UNI,"Leto, Luke",691784,Left,TOL_ROC,Undefined,5,Bottom,0,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.96134,-0.34331,-0.449593,1646.194918,25.700397,6:45,6.06513,0.2352,5.22558,-56.24853,-2.56449,-2.24079,1.055,-0.37421,66.74763,-10.579623,-0.84824,0.527344,,,,,,,,,,,,0.9678,-0.66394,-0.19198,50,5.99143,0.92477,-107.09905,-2.47206,1.09277,23.29279,-32.92375,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,aad53d40-833d-11ef-8cc6-2f507be82399,71.47602,,,7.21371,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,17:14.7,2024-10-05T13:17:14.7494924-04:00,2024-10-05T17:17:14.7494924Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,8773146c-e2b1-4ebc-beba-8945a9e4871d,55.2718,-108.23953,11.64639,6.07301,-0.86002,-16.46188,-0.23594,0.87126,0.54638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,36.618876,80.127816,282.24149,0.171451,7:15,-0.984678,0.096364,0.145341,2.653176,26.29937,60.92112,101.677847,-64.728827,0.418067,-0.904297,-0.086409,84.541755,-24.71258,0.904297,-0.418067,0.086409,-84.541755,24.71258,-0.904297,0.418067,0.086409,-101.677847,64.728827,-0.418067,0.904297,-0.086409
149,10/5/2024,17:27.9,1,3,"Darrington, Cameron",10275177,Right,ASH_UNI,"Leto, Luke",691784,Left,TOL_ROC,Undefined,5,Bottom,0,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.91463,-0.434624,-1.090571,2249.742497,217.661502,1:15,6.28292,0.58563,5.50833,-17.62662,18.26867,13.20764,4.40751,0.66628,81.01415,-3.770573,1.262752,0.431211,,,,,,,,,,,,-6.93146,9.66839,-0.49943,50,6.23339,1.86292,-129.05398,-1.52677,-11.67172,27.24516,-15.8937,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,b2a6e320-833d-11ef-8cc6-2f507be82399,87.41058,,,7.90048,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,17:27.9,2024-10-05T13:17:27.8982156-04:00,2024-10-05T17:17:27.8982156Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,f194819a-0c16-4552-bbfe-cdee870f6585,54.98806,-130.10277,13.62258,6.28039,-0.91495,-7.94685,-0.57979,2.31222,-5.83586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,207.041383,11.170094,2207.124282,0.981056,1:00,-0.20693,-0.447478,-0.870025,78.638531,33.966389,73.053708,162.86346,-74.072798,0.080857,-0.961611,-0.262233,74.746235,-4.637803,0.961611,-0.080857,0.262233,-74.746235,4.637803,-0.961611,0.080857,0.262233,-162.86346,74.072798,-0.080857,0.961611,-0.262233
150,10/5/2024,17:40.7,1,4,"Darrington, Cameron",10275177,Right,ASH_UNI,"Leto, Luke",691784,Left,TOL_ROC,Undefined,5,Bottom,0,3,0,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,87.0935,-1.304666,-1.724467,2283.119276,212.983789,1:00,6.16062,0.41069,6.03298,-17.70363,18.8769,11.5043,3.47643,-0.22797,79.69492,-4.678076,0.345121,0.435308,,,,,,,,,,,,-6.36516,10.40938,-0.28202,50,6.04897,3.33713,-126.49528,-3.36955,-10.32935,25.42634,-15.28174,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,ba4c21d0-833d-11ef-8cc6-2f507be82399,86.58803,,,7.39858,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,17:40.7,2024-10-05T13:17:40.7334412-04:00,2024-10-05T17:17:40.7334412Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,12b65d08-032d-4d3a-93de-84ba39671e54,54.46412,-127.38944,12.71317,6.15802,-2.83215,-7.64087,-0.40576,3.70038,-5.16468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,201.034882,20.504436,2138.472418,0.936645,12:45,-0.368687,-0.344084,-0.863525,64.513008,30.725323,30.771548,176.935645,-70.64369,0.017718,-0.943476,-0.330968,70.669313,-1.015224,0.943476,-0.017718,0.330968,-70.669313,1.015224,-0.943476,0.017718,0.330968,-176.935645,70.64369,-0.017718,0.943476,-0.330968
151,10/5/2024,18:07.9,2,1,"Darrington, Cameron",10275177,Right,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,5,Bottom,0,0,0,Sinker,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.90851,-2.504939,-1.40503,2091.688551,186.776115,12:15,5.67466,1.10937,5.84957,-27.14183,12.94473,1.37512,1.08305,-0.08186,76.49484,-7.561844,-1.158236,0.455691,,,,,,,,,,,,-1.13398,7.78197,-0.996,50,5.45512,2.93059,-121.67844,-6.16617,-1.68567,25.76281,-20.60589,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,ca80ff30-833d-11ef-8cc6-2f507be82399,82.71488,,,7.41367,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,18:07.9,2024-10-05T13:18:07.8881804-04:00,2024-10-05T17:18:07.8881804Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,0e29af9b-414f-4fb0-82ce-221aadc4a12c,54.64812,-122.65863,12.88141,5.6748,-5.38219,-10.30295,-1.10872,2.99472,-0.84284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,207.130037,45.812422,1457.927128,0.69701,1:00,-0.717484,-0.34888,-0.602909,52.774005,56.050776,81.58458,165.37962,-9.601135,0.248878,-0.166788,-0.954066,9.916151,-14.411124,0.166788,-0.248878,0.954066,-9.916151,14.411124,-0.166788,0.248878,0.954066,-165.37962,9.601135,-0.248878,0.166788,-0.954066
152,10/5/2024,18:22.2,2,2,"Darrington, Cameron",10275177,Right,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,5,Bottom,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.00815,-2.515679,-1.128846,2169.820197,214.291341,1:15,6.12059,0.65935,5.86165,-17.2991,18.94907,12.1043,2.33998,0.61921,80.29714,-5.802366,1.042891,0.433326,,,,,,,,,,,,-6.50374,10.76831,-0.57487,50,5.90649,2.00698,-127.68696,-6.10642,-10.70381,27.0571,-14.45162,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,d305ef80-833d-11ef-8cc6-2f507be82399,86.98408,,,7.711,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,18:22.2,2024-10-05T13:18:22.2225420-04:00,2024-10-05T17:18:22.2225420Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,bbe8c86b-b145-489e-9b27-93288624b32f,54.63548,-128.66548,13.52855,6.11787,-5.58378,-7.22581,-0.65445,2.39408,-5.35191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,203.741997,18.018266,2063.407774,0.950958,12:45,-0.309309,-0.396082,-0.86455,82.495323,30.992833,74.503218,171.641275,-71.182655,0.04689,-0.946552,-0.319126,71.368684,-2.687558,0.946552,-0.04689,0.319126,-71.368684,2.687558,-0.946552,0.04689,0.319126,-171.641275,71.182655,-0.04689,0.946552,-0.319126
153,10/5/2024,18:37.2,2,3,"Darrington, Cameron",10275177,Right,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,5,Bottom,0,1,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,72.82038,0.999842,0.914272,1761.673118,125.049207,10:15,5.93186,0.7391,5.41368,-47.05255,7.07288,-7.43268,2.9477,0.97629,66.2785,-7.651137,-0.408784,0.529508,,,,,,,,,,,,3.99815,3.82225,-0.81508,50,5.98835,-1.4081,-105.58257,0.39937,4.4705,19.56408,-27.90026,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,dbfdecf0-833d-11ef-8cc6-2f507be82399,71.18395,,,6.54188,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,18:37.2,2024-10-05T13:18:37.2102668-04:00,2024-10-05T17:18:37.2102668Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,4a192ee3-fe60-4876-93a8-d2ea51e62fef,55.08187,-106.52006,9.78204,5.93718,1.73632,-13.95013,-0.74247,-1.62232,2.23525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,40.040421,76.138598,422.051177,0.239574,7:15,-0.970844,0.171043,0.167946,-9.285663,37.678773,54.816853,91.401414,-25.754493,0.900395,-0.434516,-0.022027,87.097923,-64.210007,0.434516,-0.900395,0.022027,-87.097923,64.210007,-0.434516,0.900395,0.022027,-91.401414,25.754493,-0.900395,0.434516,-0.022027
154,10/5/2024,18:52.2,2,4,"Darrington, Cameron",10275177,Right,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,5,Bottom,0,1,2,Sinker,Slider,InPlay,Undefined,GroundBall,FieldersChoice,1,0,,84.27481,-1.419196,-0.388066,2160.126963,166.4784,11:30,5.83485,1.15527,5.71332,-29.00675,10.34512,-2.20606,2.09522,0.60991,77.74628,-6.776278,-0.783091,0.451496,99.31495,-14.242502,16.986327,,,,,8.41308,8.41308,8.382967,0.050075,1.02921,5.99091,-1.12139,50,5.69807,0.91713,-122.46472,-3.98626,1.57198,22.88913,-23.0238,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,e4de43b0-833d-11ef-8cc6-2f507be82399,83.4834,1.79665,,6.52853,,,,1.55378,1.79665,-0.84132,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,18:52.2,2024-10-05T13:18:52.2050572-04:00,2024-10-05T17:18:52.2050572Z,GroundBall,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,07c3500e-842d-4c12-bbdf-81424491389b,54.78577,-123.35595,11.44457,5.83583,-3.08978,-11.5119,-1.15591,0.85592,0.78599,180,1.55249,135.18458,,,,,,,,1.79699,-35.87892,,,,,,,,-0.84171,41.2948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,199.153554,50.835748,1364.218837,0.631546,12:45,-0.773992,-0.22635,-0.591356,63.258981,54.438363,82.536146,162.624942,-12.173524,0.29191,-0.210873,-0.93291,12.73698,-16.972358,0.210873,-0.29191,0.93291,-12.73698,16.972358,-0.210873,0.29191,0.93291,-162.624942,12.173524,-0.29191,0.210873,-0.93291
155,10/5/2024,19:25.4,3,1,"Darrington, Cameron",10275177,Right,ASH_UNI,"Mariano, Tre",1000197014,Right,TOL_ROC,Undefined,5,Bottom,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.0407,-1.731072,-3.127053,2260.783474,220.59647,1:15,6.19328,0.56086,6.14086,-16.78316,17.65686,14.11894,3.19208,-1.15522,81.678,-4.950931,-0.585393,0.42238,,,,,,,,,,,,-8.16863,9.96319,-0.32919,50,6.05233,6.53215,-130.536,-4.40929,-13.99581,29.27468,-15.10355,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,f8a56f90-833d-11ef-8cc6-2f507be82399,89.23828,,,8.3627,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,19:25.4,2024-10-05T13:19:25.4446092-04:00,2024-10-05T17:19:25.4446092Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,6e953ba4-1cb1-4337-afa1-580402b42131,54.35526,-131.50911,14.63734,6.19056,-3.90724,-7.55178,-0.55405,6.99738,-6.99791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,202.732251,18.898171,2138.917514,0.946096,12:45,-0.359831,-0.375213,-0.854247,66.958315,35.94833,38.11045,165.172526,-70.578783,0.085093,-0.9431,-0.321438,71.179272,-4.881345,0.9431,-0.085093,0.321438,-71.179272,4.881345,-0.9431,0.085093,0.321438,-165.172526,70.578783,-0.085093,0.9431,-0.321438
156,10/5/2024,19:38.8,3,2,"Darrington, Cameron",10275177,Right,ASH_UNI,"Mariano, Tre",1000197014,Right,TOL_ROC,Undefined,5,Bottom,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.35901,-3.115656,-1.688164,2245.033254,216.821217,1:15,6.15482,0.81783,5.69915,-16.62036,18.80721,13.19583,1.86239,0.34394,81.52704,-6.263768,0.671723,0.428393,,,,,,,,,,,,-7.21343,10.81938,-0.68463,50,5.88294,3.25004,-129.53455,-7.55277,-12.21673,27.8699,-13.85022,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,009c50b0-833e-11ef-8cc6-2f507be82399,87.98572,,,7.83197,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,19:38.8,2024-10-05T13:19:38.7783180-04:00,2024-10-05T17:19:38.7783180Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,23d02ff6-792e-4cee-9d43-37c5a0a578c4,54.79891,-130.56298,13.93495,6.15222,-7.04168,-6.92511,-0.81287,3.70085,-6.10837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,203.536071,14.93519,2169.191479,0.966218,12:45,-0.262368,-0.399274,-0.878489,89.618259,35.046671,88.26248,146.289471,-72.032705,0.171202,-0.951233,-0.256605,74.903227,-9.857729,0.951233,-0.171202,0.256605,-74.903227,9.857729,-0.951233,0.171202,0.256605,-146.289471,72.032705,-0.171202,0.951233,-0.256605
157,10/5/2024,19:54.7,3,3,"Darrington, Cameron",10275177,Right,ASH_UNI,"Mariano, Tre",1000197014,Right,TOL_ROC,Undefined,5,Bottom,1,1,1,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.41253,-2.12023,-3.355284,2175.120875,180.264608,12:00,5.83198,1.31255,5.7404,-26.39301,11.98469,0.05012,1.65409,-1.811,78.90585,-6.992544,-3.346336,0.445873,,,,,,,,,,,,-0.88374,7.00894,-1.03319,50,5.63907,7.2595,-123.85858,-5.45632,-1.38363,22.91978,-21.20069,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,0a248030-833e-11ef-8cc6-2f507be82399,84.53634,,,6.50668,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,19:54.7,2024-10-05T13:19:54.7128844-04:00,2024-10-05T17:19:54.7128844Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,9a0d471f-52b4-4750-8e56-02324da3d36e,54.75723,-124.73579,11.45989,5.83238,-4.64491,-10.60034,-1.31204,7.31245,-0.69181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,199.675506,53.994295,1278.679194,0.587866,12:45,-0.832106,-0.227723,-0.505709,-68.193827,-37.293772,-82.3221,167.474796,-6.88119,0.215307,-0.119811,-0.969169,7.047283,-12.433532,0.119811,-0.215307,0.969169,-7.047283,12.433532,-0.119811,0.215307,0.969169,-167.474796,6.88119,-0.215307,0.119811,-0.969169
158,10/5/2024,20:10.9,3,4,"Darrington, Cameron",10275177,Right,ASH_UNI,"Mariano, Tre",1000197014,Right,TOL_ROC,Undefined,5,Bottom,1,2,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.93903,1.432686,1.144689,1664.913963,124.98491,10:15,5.98768,0.6884,5.22784,-47.90168,5.85937,-5.99882,3.34323,1.26472,67.02999,-7.309231,0.080892,0.527722,,,,,,,,,,,,3.30689,3.04067,-0.78919,50,6.08398,-1.89037,-105.84042,1.12774,3.75842,17.73554,-28.71821,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,13d34a80-833e-11ef-8cc6-2f507be82399,71.42477,,,5.90904,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,20:10.9,2024-10-05T13:20:10.9296652-04:00,2024-10-05T17:20:10.9296652Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,df30be58-7101-477b-9d94-868de7ebbbdf,55.26989,-106.71984,8.86777,5.99276,2.55173,-14.3591,-0.69084,-2.07673,1.87921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,63.559558,80.786725,266.5692,0.16011,8:00,-0.984434,0.167997,0.051636,-5.428963,25.803231,57.526641,95.316318,-68.169929,0.370256,-0.928291,-0.034454,87.874417,-21.731376,0.928291,-0.370256,0.034454,-87.874417,21.731376,-0.928291,0.370256,0.034454,-95.316318,68.169929,-0.370256,0.928291,-0.034454
159,10/5/2024,20:27.2,3,5,"Darrington, Cameron",10275177,Right,ASH_UNI,"Mariano, Tre",1000197014,Right,TOL_ROC,Undefined,5,Bottom,1,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,88.04133,-1.880284,-2.508584,2337.867619,207.6977,1:00,6.11698,0.80488,6.04073,-18.14556,17.89332,8.76166,2.86165,-0.7891,80.16305,-5.337226,-0.933312,0.432073,,,,,,,,,,,,-5.26945,10.13662,-0.61405,50,5.96052,5.24225,-127.72557,-4.71235,-8.66167,27.52537,-15.51196,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,1d79fe80-833e-11ef-8cc6-2f507be82399,87.2363,,,7.87828,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,20:27.2,2024-10-05T13:20:27.2159756-04:00,2024-10-05T17:20:27.2159756Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,209a811d-a227-4f1d-8c92-77bcf8cf6a28,54.45729,-128.68255,13.76268,6.11498,-4.17304,-7.75598,-0.80154,5.54339,-4.33084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,201.710754,25.13654,2116.467083,0.905298,12:45,-0.449977,-0.348646,-0.822172,58.334613,44.407896,19.955803,152.461513,-66.079868,0.187463,-0.914112,-0.359524,68.530069,-10.80479,0.914112,-0.187463,0.359524,-68.530069,10.80479,-0.914112,0.187463,0.359524,-152.461513,66.079868,-0.187463,0.914112,-0.359524
160,10/5/2024,21:09.9,3,6,"Darrington, Cameron",10275177,Right,ASH_UNI,"Mariano, Tre",1000197014,Right,TOL_ROC,Undefined,5,Bottom,1,3,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.95603,-1.332134,-1.810555,2188.252426,227.765877,1:30,6.05398,0.89359,5.90068,-21.45505,15.01851,15.13583,3.02857,0.47358,79.6374,-5.389713,0.906516,0.434671,61.55097,48.998005,125.824802,5238.210513,,,,,34.82558,,,-8.31445,8.47725,-0.75672,50,5.93469,3.39899,-127.5876,-3.62493,-13.552,28.9943,-18.35671,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,36fcc180-833e-11ef-8cc6-2f507be82399,86.71493,37.23953,,8.31863,,,,0.73321,3.07782,-0.43414,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,21:09.9,2024-10-05T13:21:09.9643916-04:00,2024-10-05T17:21:09.9643916Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,428e1b77-f619-4f06-9052-867c7dea2224,54.5963,-128.62787,14.49715,6.05293,-2.96633,-9.17835,-0.8874,3.88522,-6.776,314.262687,0.73321,-34.66658,-3.36789,1.68326,-0.50401,0.11604,-0.00287,-0.02316,0.01102,3.07782,68.12905,-24.24855,2.43684,-0.34933,-0.0154,0.09652,-0.09775,0.03799,-0.43414,48.02256,-10.49834,3.39817,-0.81674,0.13063,0.07302,-0.10739,0.04412,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,205.574039,25.557142,1974.143923,0.902155,12:45,-0.447741,-0.399364,-0.800023,72.873289,41.407162,40.006244,163.972636,-73.298454,0.079346,-0.957815,-0.276216,73.91344,-4.550995,0.957815,-0.079346,0.276216,-73.91344,4.550995,-0.957815,0.079346,0.276216,-163.972636,73.298454,-0.079346,0.957815,-0.276216
161,10/5/2024,22:17.8,3,7,"Darrington, Cameron",10275177,Right,ASH_UNI,"Mariano, Tre",1000197014,Right,TOL_ROC,Undefined,5,Bottom,1,3,2,Curveball,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,72.0169,2.551187,0.052077,1461.310315,36.723881,7:15,6.00695,0.34218,5.282,-62.21562,-5.60028,-5.82788,3.21976,-0.09457,64.57078,-8.827329,-0.983158,0.54155,98.16895,37.921899,-26.208483,3601.252121,95.93408,83.22572,-53.81985,342.81636,196.77575,-33.18068,5.972979,2.94705,-3.17284,-0.34239,50,6.19408,0.12105,-104.203,2.66548,3.1492,22.09568,-35.56453,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,5f75c760-833e-11ef-8cc6-2f507be82399,69.60105,115.90696,,7.44612,,,,2.35949,3.33103,0.12078,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,22:17.8,2024-10-05T13:22:17.7904140-04:00,2024-10-05T17:22:17.7904140Z,FlyBall,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,f5ff1094-ad9a-4f40-a221-9f8c7b677d20,55.2156,-105.30313,11.04784,6.01729,4.43622,-17.78226,-0.34451,-0.03575,1.5746,156.548803,2.36453,101.75589,-27.52783,6.9852,-0.8571,-0.14208,0.07235,-0.01006,0.00049,3.30695,88.9077,-21.37055,2.88919,-1.23485,0.41933,-0.07651,0.00689,-0.00025,0.1294,-50.30165,5.38364,-0.44857,0.05833,-0.0199,0.0023,6.00E-05,-2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,49.344761,79.018873,278.358636,0.190486,7:45,-0.974397,0.188064,0.123217,-0.359059,44.107277,48.160997,120.0192,-58.556806,0.451677,-0.853158,-0.260978,72.99132,-26.851348,0.853158,-0.451677,0.260978,-72.99132,26.851348,-0.853158,0.451677,0.260978,-120.0192,58.556806,-0.451677,0.853158,-0.260978
