PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,Oi 6,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
51,10/5/2024,22:03.3,2,5,"Beaver, Brendan",1000347722,Left,ASH_UNI,"Leto, Luke",691784,Left,TOL_ROC,Undefined,2,Bottom,1,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.51297,0.680937,3.017179,2125.74537,128.052767,10:15,5.59637,-2.20206,5.64087,-21.06647,13.87989,-16.12875,4.47696,-0.72894,81.38297,-3.299628,0.140998,0.425473,,,,,,,,,,,,9.0217,7.16158,1.95564,50,5.64111,-6.1613,-131.06876,0.86788,15.48385,31.16022,-19.88267,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,f4fd6fd0-8335-11ef-8cc6-2f507be82399,88.5894,,,9.13,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,22:03.3,2024-10-05T12:22:03.3152012-04:00,2024-10-05T16:22:03.3152012Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,73a847b3-5759-4243-9cc1-b978178402a2,54.85336,-132.21757,15.58011,5.5956,1.60091,-9.94134,2.19332,-6.73215,7.74193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,122.309754,-7.167645,2109.133347,0.992185,10:00,0.162457,0.837024,-0.522493,-107.695131,16.1043,-4.056508,168.470705,14.096172,0.193851,0.24355,-0.950319,14.374538,11.177584,0.24355,0.193851,0.950319,-14.374538,-11.177584,-0.24355,-0.193851,0.950319,-168.470705,-14.096172,-0.193851,-0.24355,-0.950319
52,10/5/2024,22:16.8,2,6,"Beaver, Brendan",1000347722,Left,ASH_UNI,"Leto, Luke",691784,Left,TOL_ROC,Undefined,2,Bottom,1,2,2,Slider,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,73.71421,1.15816,2.893289,1726.935172,99.341657,9:15,5.51237,-1.74954,6.53109,-47.0688,4.11315,-13.42631,2.65387,-0.21208,66.45453,-7.688082,0.455712,0.514908,59.07495,-31.929078,48.020914,,,,,5.55693,4.03944,36.362476,0.056827,8.04308,2.28555,1.55406,50,5.57303,-4.96975,-106.90472,0.94746,9.10977,22.08909,-29.58538,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,fd19da50-8335-11ef-8cc6-2f507be82399,73.20224,2.61798,,7.25968,,,,1.66488,2.61798,0.17153,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,22:16.8,2024-10-05T12:22:16.8215564-04:00,2024-10-05T16:22:16.8215564Z,GroundBall,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,6fdd5df3-954f-44df-84ce-90151693de34,53.96621,-107.72112,11.04454,5.51781,2.04091,-14.79269,1.74396,-5.30644,4.55489,180,1.66246,49.44845,,,,,,,,2.62023,-46.06915,,,,,,,,0.16884,54.95839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,104.428372,-8.022487,1710.034299,0.990213,9:30,0.171168,0.955965,-0.238395,73.574843,-31.641973,15.525817,166.352505,-9.127989,0.23296,-0.15864,-0.95946,9.388542,-13.47139,0.15864,-0.23296,0.95946,-9.388542,13.47139,-0.15864,0.23296,0.95946,-166.352505,9.127989,-0.23296,0.15864,-0.95946
53,10/5/2024,22:45.4,3,1,"Beaver, Brendan",1000347722,Left,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,2,Bottom,2,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.21409,-1.123843,4.124623,2083.397878,138.188337,10:30,5.49918,-2.11571,6.21077,-20.30828,14.74993,-12.11666,2.76679,0.6878,80.88899,-4.985709,1.944632,0.426154,,,,,,,,,,,,7.46059,8.31957,1.81156,50,5.40446,-8.81444,-129.23328,-3.12972,12.52442,28.78024,-18.2076,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,0e18be70-8336-11ef-8cc6-2f507be82399,88.44798,,,8.3251,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,22:45.4,2024-10-05T12:22:45.4054412-04:00,2024-10-05T16:22:45.4054412Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,8b94a20a-4e3d-4f85-84ea-cce26bb7ae88,54.2851,-130.18407,14.39012,5.49792,-2.52821,-9.1038,2.10959,-9.2282,6.26221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,123.716587,-5.059923,2075.278878,0.996103,10:00,0.111513,0.830122,-0.546316,64.708375,-45.36883,15.291759,170.572444,13.163241,0.159497,0.227726,-0.960574,13.337065,9.177678,0.227726,0.159497,0.960574,-13.337065,-9.177678,-0.227726,-0.159497,0.960574,-170.572444,-13.163241,-0.159497,-0.227726,-0.960574
54,10/5/2024,22:57.0,3,2,"Beaver, Brendan",1000347722,Left,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,2,Bottom,2,0,1,ChangeUp,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.53256,0.259363,3.570775,2004.022513,313.96611,4:30,5.37469,-2.06193,5.77194,-49.85487,-1.74032,3.36232,1.46195,1.54541,70.45879,-8.853072,4.171762,0.49924,,,,,,,,,,,,-0.70276,-0.56154,1.76441,50,5.36577,-7.04755,-110.99857,-1.05259,-0.87424,20.401,-32.87262,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,151783f0-8336-11ef-8cc6-2f507be82399,75.49962,,,6.07378,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,22:57.0,2024-10-05T12:22:57.0430476-04:00,2024-10-05T16:22:57.0430476Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,1e9f22b4-a4c5-45d6-9eb7-152fbe445b8a,54.72802,-111.86418,10.2005,5.38084,0.34219,-16.43631,2.06264,-7.01046,-0.43712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,5.096152,-80.030965,346.928194,0.173116,6:15,0.97231,0.010919,0.233442,-20.623812,27.199113,-52.198621,142.206362,24.585368,0.557263,0.416049,-0.718583,30.070175,33.866698,0.416049,0.557263,0.718583,-30.070175,-33.866698,-0.416049,-0.557263,0.718583,-142.206362,-24.585368,-0.557263,-0.416049,-0.718583
55,10/5/2024,23:11.6,3,3,"Beaver, Brendan",1000347722,Left,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,2,Bottom,2,1,1,Slider,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,75.02286,-0.014376,4.395607,1920.808374,119.258218,10:00,5.48874,-2.06257,6.53052,-37.15175,11.53489,-17.76127,2.37953,0.49746,68.64969,-6.997673,1.179441,0.5022,,,,,,,,,,,,10.52296,6.54059,1.76383,50,5.47185,-7.77874,-108.79908,-0.96924,12.59131,19.39865,-24.34787,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,1dc754d0-8336-11ef-8cc6-2f507be82399,75.0547,,,6.37317,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,23:11.6,2024-10-05T12:23:11.6246028-04:00,2024-10-05T16:23:11.6246028Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,a40fe5d8-521c-471b-8c0d-9fd5482e147f,53.96744,-109.50419,9.69932,5.491,-0.08424,-12.17394,2.05489,-8.2364,6.29566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,107.571053,2.174432,1919.425291,0.99928,9:30,-0.014948,0.952647,-0.30371,67.163792,-31.814665,21.914949,172.484222,-3.369389,0.130573,-0.058773,-0.989695,3.398519,-7.502711,0.058773,-0.130573,0.989695,-3.398519,7.502711,-0.058773,0.130573,0.989695,-172.484222,3.369389,-0.130573,0.058773,-0.989695
56,10/5/2024,23:27.1,3,4,"Beaver, Brendan",1000347722,Left,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,2,Bottom,2,1,2,Slider,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,76.00058,-0.671616,4.236871,1787.423415,122.989585,10:00,5.72893,-1.74687,6.4127,-36.61435,11.26288,-14.84143,2.05854,0.91876,69.31872,-7.541338,1.55416,0.498007,,,,,,,,,,,,9.04508,6.55453,1.45016,50,5.66416,-7.66822,-110.17003,-2.25215,11.03694,20.88549,-24.17615,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,27061f40-8336-11ef-8cc6-2f507be82399,75.6865,,,6.68186,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,23:27.1,2024-10-05T12:23:27.1340556-04:00,2024-10-05T16:23:27.1340556Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,6312dce4-c8bf-476d-a0a5-c5ed21204901,54.08547,-110.94183,10.44274,5.73088,-1.35875,-12.08807,1.74106,-8.07608,5.51847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,106.491615,-7.170995,1773.442229,0.992178,9:30,0.134169,0.952759,-0.272487,72.856998,-29.022212,17.732281,166.317894,-9.554777,0.233253,-0.16599,-0.958144,9.828464,-13.488686,0.16599,-0.233253,0.958144,-9.828464,13.488686,-0.16599,0.233253,0.958144,-166.317894,9.554777,-0.233253,0.16599,-0.958144
57,10/5/2024,23:54.6,3,5,"Beaver, Brendan",1000347722,Left,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,2,Bottom,2,1,2,ChangeUp,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,76.49694,0.271535,2.104043,1894.26794,308.548412,4:15,5.35427,-1.9136,5.61732,-50.03235,-1.78665,4.10851,1.43849,0.39329,70.51651,-8.855404,2.838179,0.49992,69.3415,-30.146392,88.206587,,,,,3.97675,3.97675,40.132199,0.032691,-1.5102,-0.61063,1.73121,50,5.34482,-4.23085,-111.08386,-1.06952,-1.88473,20.12194,-32.93612,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,3766eea0-8336-11ef-8cc6-2f507be82399,75.39692,1.67386,,5.98043,,,,2.95026,1.67386,-0.31754,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,23:54.6,2024-10-05T12:23:54.6073100-04:00,2024-10-05T16:23:54.6073100Z,GroundBall,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,92fc0413-175e-4e62-96c0-d0a82ddaaaac,54.88312,-111.9649,10.06097,5.36008,0.37259,-16.46806,1.91466,-4.14833,-0.94236,,2.95023,2.75914,,,,,,,,1.67453,-51.20184,,,,,,,,-0.31869,88.12002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,346.308982,-74.475288,507.00835,0.267654,5:30,0.953007,-0.067915,0.295237,-22.561684,25.931641,-47.503099,153.449723,29.660668,0.388415,0.494862,-0.777332,32.481502,22.855937,0.494862,0.388415,0.777332,-32.481502,-22.855937,-0.494862,-0.388415,0.777332,-153.449723,-29.660668,-0.388415,-0.494862,-0.777332
58,10/5/2024,24:12.6,3,6,"Beaver, Brendan",1000347722,Left,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,2,Bottom,2,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.02562,-1.853846,5.565015,2157.503327,135.21462,10:30,5.51527,-1.90016,6.22223,-19.53265,14.42887,-12.88048,2.16829,2.17755,81.31516,-5.616052,3.255112,0.419435,,,,,,,,,,,,8.63441,8.53898,1.48821,50,5.36635,-12.33614,-132.59547,-4.86886,14.86026,37.13757,-17.47799,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,421a57b0-8336-11ef-8cc6-2f507be82399,89.86472,,,10.71045,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,24:12.6,2024-10-05T12:24:12.5783564-04:00,2024-10-05T16:24:12.5783564Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,6ae96673-4812-48e4-af4c-7bb9c590ce40,54.26762,-133.78541,18.56879,5.51338,-4.30884,-8.739,1.89111,-12.81229,7.43013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,125.92077,-2.219563,2155.884663,0.99925,10:15,0.069321,0.810051,-0.582248,72.33075,-51.925673,10.895805,160.488398,15.722172,0.321502,0.270973,-0.907309,16.628547,18.753776,0.270973,0.321502,0.907309,-16.628547,-18.753776,-0.270973,-0.321502,0.907309,-160.488398,-15.722172,-0.321502,-0.270973,-0.907309
59,10/5/2024,24:27.6,3,7,"Beaver, Brendan",1000347722,Left,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,2,Bottom,2,2,2,Slider,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,74.39361,0.614756,3.219463,1900.634656,122.796687,10:00,5.6768,-1.61899,6.3862,-38.93136,12.22953,-15.70261,2.99892,0.03698,66.15836,-6.78001,0.378858,0.514802,99.35735,26.064237,24.130497,1848.476929,99.39178,49.97145,47.12966,336.44706,330.70694,26.945147,4.540197,9.40182,6.72008,1.39412,50,5.70356,-5.52623,-107.69085,0.17167,10.67545,24.46621,-24.5436,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,4b182180-8336-11ef-8cc6-2f507be82399,73.21729,67.3663,,8.23525,,,,1.96018,3.0402,-0.0787,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,24:27.6,2024-10-05T12:24:27.6356108-04:00,2024-10-05T16:24:27.6356108Z,FlyBall,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,ba7ad54e-298e-4d63-89a2-8f72db8fd503,54.10819,-108.62017,12.23311,5.67933,1.10393,-12.2718,1.61173,-5.93173,5.33772,205.098139,1.96046,119.46226,-26.58977,7.1402,-1.7762,0.40438,-0.07941,0.01032,-0.00058,3.04082,64.00923,-17.18193,0.29373,0.4143,-0.22299,0.06347,-0.00902,0.0005,-0.07875,53.52055,-5.83804,-0.08117,0.24212,-0.04852,-0.00143,0.00181,-0.00017,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,110.809617,-4.313537,1895.250902,0.997167,9:45,0.104972,0.931258,-0.348913,49.066699,-43.033897,31.581633,169.386037,-0.39277,0.184187,-0.006855,-0.982867,0.399607,-10.613711,0.006855,-0.184187,0.982867,-0.399607,10.613711,-0.006855,0.184187,0.982867,-169.386037,0.39277,-0.184187,0.006855,-0.982867
60,10/5/2024,27:14.1,1,1,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Miller, Cameron",10005975,Left,ASH_UNI,Undefined,3,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.18601,-2.891621,-4.005123,2033.356821,221.433698,1:30,6.57591,1.45498,5.62481,-20.59537,15.54615,12.55434,2.15246,-1.24224,80.56789,-6.765545,-1.769432,0.432688,,,,,,,,,,,,-7.6317,9.17477,-1.1215,50,6.31587,8.47323,-128.89319,-7.18909,-12.67088,30.05948,-16.94122,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,ae4d9f50-8336-11ef-8cc6-2f507be82399,87.11234,,,8.61812,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,27:14.1,2024-10-05T12:27:14.1361676-04:00,2024-10-05T16:27:14.1361676Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,8df37017-0ce0-49ac-ad9f-e52ee962d16c,54.87157,-130.02434,15.02974,6.5744,-6.55159,-8.47061,-1.44932,8.95004,-6.33544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,222.966996,-21.762253,1888.440055,0.92873,1:30,0.353768,-0.613492,-0.706028,-29.822759,3.406551,-8.468684,150.901866,-8.277895,0.48124,-0.143974,-0.864684,9.453319,-28.766439,0.143974,-0.48124,0.864684,-9.453319,28.766439,-0.143974,0.48124,0.864684,-150.901866,8.277895,-0.48124,0.143974,-0.864684
61,10/5/2024,27:28.7,1,2,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Miller, Cameron",10005975,Left,ASH_UNI,Undefined,3,Top,0,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.28053,-4.040071,-3.15553,2030.077452,235.37795,1:45,6.46492,1.61475,5.66317,-23.28304,13.38804,17.52442,0.74547,0.12972,80.35524,-8.367279,-0.024478,0.435846,,,,,,,,,,,,-9.93733,8.40709,-1.35942,50,6.10784,6.30054,-127.66347,-9.80028,-16.25576,28.43956,-18.42149,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,b6ef6670-8336-11ef-8cc6-2f507be82399,86.48105,,,7.92529,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,27:28.7,2024-10-05T12:27:28.6799372-04:00,2024-10-05T16:27:28.6799372Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,8fcbd4a8-8c19-4720-94dd-4bc7b8c4f250,54.83584,-128.73624,14.21978,6.46442,-9.1054,-9.21075,-1.60865,6.91372,-8.12788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,228.959125,-31.54379,1730.114395,0.852241,1:45,0.535475,-0.60434,-0.589949,-33.105477,-4.455006,0.44781,150.640818,-9.569404,0.483461,-0.166242,-0.859435,10.947628,-28.911668,0.166242,-0.483461,0.859435,-10.947628,28.911668,-0.166242,0.483461,0.859435,-150.640818,9.569404,-0.483461,0.166242,-0.859435
62,10/5/2024,27:44.1,1,3,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Miller, Cameron",10005975,Left,ASH_UNI,Undefined,3,Top,0,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.14281,-3.620487,-2.484299,2133.704962,224.577253,1:30,6.55688,1.38997,5.52801,-22.46147,14.38013,12.91977,1.29288,0.14279,80.33278,-7.794295,-0.180984,0.436858,,,,,,,,,,,,-7.29823,8.72008,-1.183,50,6.22691,4.9776,-127.56766,-8.83054,-11.94805,27.84083,-17.89827,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,c025cc70-8336-11ef-8cc6-2f507be82399,86.28067,,,7.81004,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,27:44.1,2024-10-05T12:27:44.0928780-04:00,2024-10-05T16:27:44.0928780Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,dae5c3ef-c029-43d0-9e95-e6cf9f70f1a0,54.96995,-128.64775,13.92041,6.55603,-8.13617,-8.94914,-1.3851,5.44112,-5.97403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,225.505275,-38.835439,1662.050008,0.77895,1:30,0.636637,-0.514929,-0.574057,-28.774983,-4.502172,2.617797,144.88939,-10.244341,0.565988,-0.177846,-0.805002,12.458045,-34.470911,0.177846,-0.565988,0.805002,-12.458045,34.470911,-0.177846,0.565988,0.805002,-144.88939,10.244341,-0.565988,0.177846,-0.805002
63,10/5/2024,28:00.1,1,4,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Miller, Cameron",10005975,Left,ASH_UNI,Undefined,3,Top,0,3,0,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,87.56483,-3.608959,-3.254905,2053.427584,234.016152,1:45,6.52408,1.56978,5.60851,-24.09442,13.12005,16.31761,1.13764,-0.11187,79.90568,-8.077432,-0.343305,0.439063,,,,,,,,,,,,-9.28221,8.08792,-1.30231,50,6.19931,6.51681,-126.69731,-8.80774,-15.00489,27.21378,-19.09976,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,c9ae7120-8336-11ef-8cc6-2f507be82399,85.84738,,,7.65915,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,28:00.1,2024-10-05T12:28:00.0730636-04:00,2024-10-05T16:28:00.0730636Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,f3086a9d-a017-4ed6-936b-fc73f95e67a4,54.89032,-127.7434,13.60689,6.52377,-8.07355,-9.54988,-1.5639,7.0936,-7.50244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,227.453263,-35.400697,1673.791425,0.815121,1:30,0.583654,-0.562865,-0.585261,-30.24553,-9.754532,-1.15235,150.568032,-7.720476,0.486935,-0.13434,-0.863045,8.847577,-29.139356,0.13434,-0.486935,0.863045,-8.847577,29.139356,-0.13434,0.486935,0.863045,-150.568032,7.720476,-0.486935,0.13434,-0.863045
64,10/5/2024,28:30.6,2,1,"Kennedy, Ryan",1000078115,Right,TOL_ROC,"Dobbels, Gavin",10067727,Right,ASH_UNI,Undefined,3,Top,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.32636,-2.760619,-3.4573,1916.336422,230.717092,1:45,6.504,1.76771,5.63239,-23.15497,14.46997,16.01147,1.99207,-0.12759,78.96838,-7.097104,-0.601295,0.441478,,,,,,,,,,,,-9.2141,8.60485,-1.4838,50,6.25407,6.94307,-126.31208,-6.85072,-14.69138,28.87027,-18.45407,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,dbec64f0-8336-11ef-8cc6-2f507be82399,85.3778,,,8.35799,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,28:30.6,2024-10-05T12:28:30.6126348-04:00,2024-10-05T16:28:30.6126348Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,77a06a23-ec0b-41a0-8e46-5a55d343854a,54.86439,-127.41905,14.43513,6.50318,-6.14313,-9.22704,-1.76082,7.50638,-7.34569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,226.897736,-30.578653,1649.834623,0.860932,1:30,0.50195,-0.603365,-0.619675,-26.316521,-9.212379,-0.902178,155.423581,-13.043687,0.405175,-0.225694,-0.885943,14.292097,-23.902121,0.225694,-0.405175,0.885943,-14.292097,23.902121,-0.225694,0.405175,0.885943,-155.423581,13.043687,-0.405175,0.225694,-0.885943
